File,Original GPOS Size,mode=one,Change one,mode=auto,Change auto,mode=max,Change max
GothicA1-ExtraBold.ttf,1.49,1.49,0.00%,1.49,0.00%,1.49,0.00%
GothicA1-ExtraLight.ttf,1.49,1.49,0.00%,1.49,0.00%,1.49,0.00%
GothicA1-Light.ttf,1.49,1.49,0.00%,1.49,0.00%,1.49,0.00%
GothicA1-Medium.ttf,1.48,1.48,0.00%,1.48,0.00%,1.48,0.00%
GothicA1-Regular.ttf,1.48,1.48,0.00%,1.48,0.00%,1.48,0.00%
GothicA1-SemiBold.ttf,1.49,1.49,0.00%,1.49,0.00%,1.49,0.00%
GothicA1-Thin.ttf,1.49,1.49,0.00%,1.49,0.00%,1.49,0.00%
Gotu-Regular.ttf,95.88,95.33,-0.58%,104.63,9.12%,157.57,64.34%
GoudyBookletter1911.ttf,0.71,0.61,-13.30%,0.61,-13.30%,0.63,-9.97%
Graduate-Regular.ttf,1.14,0.98,-14.04%,0.98,-14.04%,1.05,-7.53%
GrandHotel-Regular.ttf,10.42,8.80,-15.47%,7.45,-28.50%,13.25,27.17%
Grandstander-Italic[wght].ttf,24.08,24.08,0.00%,22.52,-6.49%,22.13,-8.10%
Grandstander[wght].ttf,23.89,23.89,0.00%,22.15,-7.27%,21.87,-8.46%
GreatVibes-Regular.ttf,0.24,0.23,-4.92%,0.23,-4.92%,0.23,-4.92%
Grenze-Black.ttf,11.07,9.86,-10.95%,9.86,-10.95%,10.09,-8.87%
Grenze-BlackItalic.ttf,11.94,10.38,-13.04%,10.38,-13.04%,10.65,-10.76%
Grenze-Bold.ttf,11.06,9.84,-11.02%,9.84,-11.02%,10.07,-8.94%
Grenze-BoldItalic.ttf,11.99,10.46,-12.79%,10.46,-12.79%,10.72,-10.59%
Grenze-ExtraBold.ttf,11.13,9.89,-11.16%,9.89,-11.16%,10.12,-9.09%
Grenze-ExtraBoldItalic.ttf,12.04,10.46,-13.08%,10.46,-13.08%,10.73,-10.89%
Grenze-ExtraLight.ttf,11.05,9.84,-10.98%,9.84,-10.98%,10.09,-8.70%
Grenze-ExtraLightItalic.ttf,11.96,10.40,-13.01%,10.40,-13.01%,10.58,-11.58%
Grenze-Italic.ttf,11.70,10.17,-13.10%,10.17,-13.10%,10.33,-11.70%
Grenze-Light.ttf,10.92,9.74,-10.78%,9.74,-10.78%,10.00,-8.48%
Grenze-LightItalic.ttf,11.95,10.42,-12.83%,10.42,-12.83%,10.59,-11.39%
Grenze-Medium.ttf,11.03,9.82,-10.89%,9.82,-10.89%,10.05,-8.80%
Grenze-MediumItalic.ttf,12.00,10.45,-12.92%,10.45,-12.92%,10.72,-10.72%
Grenze-Regular.ttf,10.96,9.75,-11.06%,9.75,-11.06%,9.99,-8.85%
Grenze-SemiBold.ttf,11.03,9.83,-10.89%,9.83,-10.89%,10.06,-8.80%
Grenze-SemiBoldItalic.ttf,12.04,10.51,-12.78%,10.51,-12.78%,10.77,-10.59%
Grenze-Thin.ttf,10.86,9.67,-11.01%,9.67,-11.01%,9.88,-9.01%
Grenze-ThinItalic.ttf,11.87,10.28,-13.46%,10.28,-13.46%,10.48,-11.75%
GrenzeGotisch[wght].ttf,3.61,3.17,-12.17%,3.17,-12.17%,3.20,-11.41%
Gruppo-Regular.ttf,26.46,25.36,-4.17%,19.33,-26.94%,33.48,26.55%
Gudea-Bold.ttf,0.21,0.20,-5.50%,0.20,-5.50%,0.20,-5.50%
Gudea-Italic.ttf,0.21,0.20,-5.50%,0.20,-5.50%,0.20,-5.50%
Gudea-Regular.ttf,0.20,0.20,0.00%,0.20,0.00%,0.20,0.00%
Gupter-Bold.ttf,8.53,8.41,-1.37%,7.63,-10.60%,9.23,8.17%
Gupter-Medium.ttf,8.55,8.43,-1.33%,7.59,-11.24%,9.29,8.68%
Gupter-Regular.ttf,8.55,8.43,-1.33%,7.59,-11.24%,9.29,8.68%
Gurajada-Regular.ttf,11.19,6.05,-45.94%,6.05,-45.94%,6.05,-45.94%
Habibi-Regular.ttf,0.26,0.26,0.00%,0.26,0.00%,0.26,0.00%
Hahmlet[wght].ttf,0.70,0.70,0.00%,0.70,0.00%,0.70,0.00%
Halant-Bold.ttf,3.87,3.87,0.00%,3.87,0.00%,3.87,0.00%
Halant-Light.ttf,3.87,3.87,0.00%,3.87,0.00%,3.87,0.00%
Halant-Medium.ttf,3.87,3.87,0.00%,3.87,0.00%,3.87,0.00%
Halant-Regular.ttf,3.86,3.86,0.00%,3.86,0.00%,3.86,0.00%
Halant-SemiBold.ttf,3.87,3.87,0.00%,3.87,0.00%,3.87,0.00%
Hanalei-Regular.ttf,12.82,12.80,-0.14%,13.00,1.43%,14.04,9.56%
HanaleiFill-Regular.ttf,12.82,12.80,-0.14%,13.00,1.43%,14.04,9.56%
"Handjet[EGRD,ESHP,wght].ttf",8.70,8.70,0.00%,8.70,0.00%,8.71,0.13%
Handlee-Regular.ttf,8.88,8.87,-0.13%,8.87,-0.13%,8.87,-0.13%
Hanuman-Bold.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Hanuman-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
HappyMonkey-Regular.ttf,10.76,10.75,-0.11%,10.53,-2.12%,11.60,7.82%
Harmattan-Bold.ttf,425.54,425.54,0.00%,425.54,0.00%,425.54,0.00%
Harmattan-Regular.ttf,488.27,488.27,0.00%,488.27,0.00%,488.27,0.00%
Heebo[wght].ttf,12.74,12.74,0.00%,12.74,0.00%,12.74,0.00%
HennyPenny-Regular.ttf,12.39,10.03,-19.07%,9.86,-20.46%,14.21,14.69%
HeptaSlab[wght].ttf,172.92,164.60,-4.82%,165.40,-4.35%,208.48,20.56%
HermeneusOne-Regular.ttf,13.85,13.82,-0.21%,11.87,-14.31%,19.49,40.69%
HerrVonMuellerhoff-Regular.ttf,4.95,4.94,-0.24%,4.94,-0.24%,4.94,-0.24%
HiMelody-Regular.ttf,0.02,0.02,0.00%,0.02,0.00%,0.02,0.00%
HinaMincho-Regular.ttf,18.63,18.30,-1.79%,18.19,-2.37%,18.13,-2.69%
Hind-Bold.ttf,6.38,6.38,0.00%,6.38,0.00%,6.38,0.00%
Hind-Light.ttf,6.36,6.36,0.00%,6.36,0.00%,6.36,0.00%
Hind-Medium.ttf,6.48,6.48,0.00%,6.48,0.00%,6.48,0.00%
Hind-Regular.ttf,6.47,6.47,0.00%,6.47,0.00%,6.47,0.00%
Hind-SemiBold.ttf,6.46,6.46,0.00%,6.46,0.00%,6.46,0.00%
HindColombo-Bold.ttf,0.07,0.07,0.00%,0.07,0.00%,0.07,0.00%
HindColombo-Light.ttf,0.07,0.07,0.00%,0.07,0.00%,0.07,0.00%
HindColombo-Medium.ttf,0.07,0.07,0.00%,0.07,0.00%,0.07,0.00%
HindColombo-Regular.ttf,0.07,0.07,0.00%,0.07,0.00%,0.07,0.00%
HindColombo-SemiBold.ttf,0.07,0.07,0.00%,0.07,0.00%,0.07,0.00%
HindGuntur-Bold.ttf,2.11,2.11,0.00%,2.11,0.00%,2.11,0.00%
HindGuntur-Light.ttf,2.10,2.10,0.00%,2.10,0.00%,2.10,0.00%
HindGuntur-Medium.ttf,2.13,2.13,0.00%,2.13,0.00%,2.13,0.00%
HindGuntur-Regular.ttf,2.12,2.12,0.00%,2.12,0.00%,2.12,0.00%
HindGuntur-SemiBold.ttf,2.13,2.13,0.00%,2.13,0.00%,2.13,0.00%
HindJalandhar-Bold.ttf,2.73,2.73,0.00%,2.73,0.00%,2.73,0.00%
HindJalandhar-Light.ttf,2.70,2.70,0.00%,2.70,0.00%,2.70,0.00%
HindJalandhar-Medium.ttf,2.79,2.79,0.00%,2.79,0.00%,2.79,0.00%
HindJalandhar-Regular.ttf,2.79,2.79,0.00%,2.79,0.00%,2.79,0.00%
HindJalandhar-SemiBold.ttf,2.77,2.77,0.00%,2.77,0.00%,2.77,0.00%
HindKochi-Bold.ttf,0.01,0.02,33.33%,0.02,33.33%,0.02,33.33%
HindKochi-Light.ttf,0.01,0.02,33.33%,0.02,33.33%,0.02,33.33%
HindKochi-Medium.ttf,0.01,0.02,33.33%,0.02,33.33%,0.02,33.33%
HindKochi-Regular.ttf,0.01,0.02,33.33%,0.02,33.33%,0.02,33.33%
HindKochi-SemiBold.ttf,0.01,0.02,33.33%,0.02,33.33%,0.02,33.33%
HindMadurai-Bold.ttf,0.28,0.28,0.00%,0.28,0.00%,0.28,0.00%
HindMadurai-Light.ttf,0.28,0.28,0.00%,0.28,0.00%,0.28,0.00%
HindMadurai-Medium.ttf,0.28,0.28,0.00%,0.28,0.00%,0.28,0.00%
HindMadurai-Regular.ttf,0.28,0.28,0.00%,0.28,0.00%,0.28,0.00%
HindMadurai-SemiBold.ttf,0.28,0.28,0.00%,0.28,0.00%,0.28,0.00%
HindMysuru-Bold.ttf,0.14,0.14,0.00%,0.14,0.00%,0.14,0.00%
HindMysuru-Light.ttf,0.14,0.14,0.00%,0.14,0.00%,0.14,0.00%
HindMysuru-Medium.ttf,0.14,0.14,0.00%,0.14,0.00%,0.14,0.00%
HindMysuru-Regular.ttf,0.14,0.14,0.00%,0.14,0.00%,0.14,0.00%
HindMysuru-SemiBold.ttf,0.14,0.14,0.00%,0.14,0.00%,0.14,0.00%
HindSiliguri-Bold.ttf,5.27,5.27,0.00%,5.27,0.00%,5.27,0.00%
HindSiliguri-Light.ttf,5.32,5.32,0.00%,5.32,0.00%,5.32,0.00%
HindSiliguri-Medium.ttf,5.67,5.67,0.00%,5.67,0.00%,5.67,0.00%
HindSiliguri-Regular.ttf,5.59,5.59,0.00%,5.59,0.00%,5.59,0.00%
HindSiliguri-SemiBold.ttf,5.62,5.62,0.00%,5.62,0.00%,5.62,0.00%
HindVadodara-Bold.ttf,6.25,6.25,0.00%,6.25,0.00%,6.25,0.00%
HindVadodara-Light.ttf,6.26,6.26,0.00%,6.26,0.00%,6.26,0.00%
HindVadodara-Medium.ttf,6.43,6.43,0.00%,6.43,0.00%,6.43,0.00%
HindVadodara-Regular.ttf,6.42,6.42,0.00%,6.42,0.00%,6.42,0.00%
HindVadodara-SemiBold.ttf,6.38,6.38,0.00%,6.38,0.00%,6.38,0.00%
HoltwoodOneSC.ttf,9.27,9.17,-1.10%,9.09,-1.94%,17.54,89.24%
Homenaje-Regular.ttf,0.31,0.30,-3.73%,0.30,-3.73%,0.33,4.35%
IbarraRealNova-Italic[wght].ttf,30.17,30.13,-0.12%,27.21,-9.78%,29.50,-2.20%
IbarraRealNova[wght].ttf,29.01,28.80,-0.72%,26.35,-9.15%,28.22,-2.70%
IBMPlexMono-Bold.ttf,1.30,1.27,-2.25%,1.27,-2.25%,1.27,-2.25%
IBMPlexMono-BoldItalic.ttf,1.43,1.40,-2.05%,1.40,-2.05%,1.40,-2.05%
IBMPlexMono-ExtraLight.ttf,1.28,1.25,-2.29%,1.25,-2.29%,1.25,-2.29%
IBMPlexMono-ExtraLightItalic.ttf,1.39,1.37,-2.10%,1.37,-2.10%,1.37,-2.10%
IBMPlexMono-Italic.ttf,1.42,1.39,-2.06%,1.39,-2.06%,1.39,-2.06%
IBMPlexMono-Light.ttf,1.29,1.26,-2.28%,1.26,-2.28%,1.26,-2.28%
IBMPlexMono-LightItalic.ttf,1.39,1.36,-2.11%,1.36,-2.11%,1.36,-2.11%
IBMPlexMono-Medium.ttf,1.30,1.27,-2.26%,1.27,-2.26%,1.27,-2.26%
IBMPlexMono-MediumItalic.ttf,1.41,1.37,-2.50%,1.37,-2.50%,1.37,-2.50%
IBMPlexMono-Regular.ttf,1.26,1.23,-2.32%,1.23,-2.32%,1.23,-2.32%
IBMPlexMono-SemiBold.ttf,1.29,1.26,-2.27%,1.26,-2.27%,1.26,-2.27%
IBMPlexMono-SemiBoldItalic.ttf,1.42,1.39,-2.06%,1.39,-2.06%,1.39,-2.06%
IBMPlexMono-Thin.ttf,1.29,1.26,-2.27%,1.26,-2.27%,1.26,-2.27%
IBMPlexMono-ThinItalic.ttf,1.34,1.30,-2.63%,1.30,-2.63%,1.30,-2.63%
IBMPlexSans-Bold.ttf,63.62,61.71,-3.00%,60.01,-5.67%,93.86,47.53%
IBMPlexSans-BoldItalic.ttf,66.62,64.59,-3.03%,62.64,-5.97%,106.08,59.24%
IBMPlexSans-ExtraLight.ttf,65.01,63.17,-2.83%,62.26,-4.24%,105.69,62.57%
IBMPlexSans-ExtraLightItalic.ttf,68.52,66.56,-2.85%,65.34,-4.63%,116.98,70.74%
IBMPlexSans-Italic.ttf,66.66,64.67,-2.99%,62.58,-6.13%,106.82,60.24%
IBMPlexSans-Light.ttf,65.14,63.32,-2.80%,63.32,-2.79%,106.71,63.80%
IBMPlexSans-LightItalic.ttf,68.80,66.86,-2.82%,64.76,-5.87%,118.17,71.75%
IBMPlexSans-Medium.ttf,65.24,63.41,-2.81%,63.07,-3.33%,106.30,62.93%
IBMPlexSans-MediumItalic.ttf,68.66,66.71,-2.84%,64.09,-6.65%,116.49,69.65%
IBMPlexSans-Regular.ttf,63.44,61.66,-2.81%,60.17,-5.15%,98.01,54.49%
IBMPlexSans-SemiBold.ttf,65.29,63.46,-2.81%,63.15,-3.27%,106.37,62.91%
IBMPlexSans-SemiBoldItalic.ttf,68.66,66.71,-2.84%,64.00,-6.79%,116.58,69.80%
IBMPlexSans-Thin.ttf,62.06,60.30,-2.84%,58.15,-6.30%,92.94,49.75%
IBMPlexSans-ThinItalic.ttf,65.31,63.37,-2.97%,62.88,-3.71%,104.79,60.45%
IBMPlexSansCondensed-Bold.ttf,18.91,17.52,-7.36%,20.85,10.26%,35.16,85.93%
IBMPlexSansCondensed-BoldItalic.ttf,19.02,17.61,-7.40%,21.00,10.43%,37.74,98.44%
IBMPlexSansCondensed-ExtraLight.ttf,19.49,18.08,-7.24%,21.32,9.40%,38.98,99.99%
IBMPlexSansCondensed-ExtraLightItalic.ttf,19.60,18.15,-7.36%,21.52,9.83%,42.38,116.25%
IBMPlexSansCondensed-Italic.ttf,19.49,18.05,-7.41%,21.78,11.73%,41.16,111.16%
IBMPlexSansCondensed-Light.ttf,19.53,18.12,-7.22%,20.89,6.96%,40.37,106.72%
IBMPlexSansCondensed-LightItalic.ttf,19.59,18.15,-7.34%,21.66,10.57%,42.58,117.40%
IBMPlexSansCondensed-Medium.ttf,19.50,18.09,-7.23%,20.87,7.03%,40.17,106.06%
IBMPlexSansCondensed-MediumItalic.ttf,19.61,18.17,-7.36%,21.63,10.31%,42.68,117.67%
IBMPlexSansCondensed-Regular.ttf,19.43,18.02,-7.26%,20.83,7.22%,39.44,103.04%
IBMPlexSansCondensed-SemiBold.ttf,19.52,18.11,-7.23%,21.14,8.33%,40.25,106.23%
IBMPlexSansCondensed-SemiBoldItalic.ttf,19.66,18.23,-7.31%,21.71,10.40%,42.79,117.62%
IBMPlexSansCondensed-Thin.ttf,18.97,17.54,-7.57%,20.60,8.60%,35.67,87.99%
IBMPlexSansCondensed-ThinItalic.ttf,18.92,17.41,-7.95%,20.48,8.26%,40.21,112.57%
IBMPlexSerif-Bold.ttf,44.39,43.16,-2.78%,48.61,9.49%,88.14,98.54%
IBMPlexSerif-BoldItalic.ttf,47.30,45.69,-3.39%,52.58,11.17%,95.58,102.09%
IBMPlexSerif-ExtraLight.ttf,45.05,43.85,-2.66%,48.41,7.46%,94.10,108.90%
IBMPlexSerif-ExtraLightItalic.ttf,47.98,46.56,-2.95%,52.19,8.79%,101.60,111.78%
IBMPlexSerif-Italic.ttf,48.07,46.62,-3.01%,51.23,6.57%,99.95,107.94%
IBMPlexSerif-Light.ttf,45.17,43.97,-2.65%,47.67,5.54%,95.26,110.91%
IBMPlexSerif-LightItalic.ttf,48.14,46.72,-2.94%,51.24,6.43%,103.06,114.10%
IBMPlexSerif-Medium.ttf,46.02,44.77,-2.72%,48.55,5.50%,96.44,109.57%
IBMPlexSerif-MediumItalic.ttf,48.61,47.01,-3.29%,51.08,5.10%,103.73,113.42%
IBMPlexSerif-Regular.ttf,44.63,43.53,-2.48%,46.97,5.24%,90.14,101.96%
IBMPlexSerif-SemiBold.ttf,46.03,44.78,-2.72%,48.04,4.37%,96.47,109.59%
IBMPlexSerif-SemiBoldItalic.ttf,48.61,46.99,-3.32%,51.04,5.02%,103.80,113.55%
IBMPlexSerif-Thin.ttf,42.40,41.25,-2.70%,47.57,12.19%,84.08,98.31%
IBMPlexSerif-ThinItalic.ttf,43.80,42.75,-2.40%,48.00,9.59%,82.80,89.05%
"Imbue[opsz,wght].ttf",26.69,26.68,-0.04%,24.99,-6.37%,24.72,-7.40%
Imprima-Regular.ttf,1.76,1.30,-26.16%,1.30,-26.16%,1.38,-21.51%
"Inconsolata[wdth,wght].ttf",13.10,13.10,0.00%,13.10,0.00%,13.10,0.00%
IndieFlower-Regular.ttf,10.19,9.23,-9.38%,9.23,-9.38%,9.48,-6.92%
Inika-Bold.ttf,0.18,0.18,0.00%,0.18,0.00%,0.18,0.00%
Inika-Regular.ttf,0.18,0.18,0.00%,0.18,0.00%,0.18,0.00%
InknutAntiqua-Black.ttf,38.80,38.02,-2.01%,38.06,-1.91%,48.41,24.77%
InknutAntiqua-Bold.ttf,42.88,42.21,-1.54%,42.72,-0.36%,53.35,24.43%
InknutAntiqua-ExtraBold.ttf,42.85,42.19,-1.55%,42.70,-0.36%,53.33,24.44%
InknutAntiqua-Light.ttf,42.66,42.00,-1.55%,42.51,-0.36%,53.13,24.55%
InknutAntiqua-Medium.ttf,42.91,42.25,-1.54%,42.76,-0.36%,53.38,24.41%
InknutAntiqua-Regular.ttf,39.76,39.17,-1.47%,38.46,-3.27%,48.18,21.19%
InknutAntiqua-SemiBold.ttf,42.86,42.20,-1.54%,42.68,-0.44%,52.94,23.52%
InriaSans-Bold.ttf,13.48,13.48,-0.01%,9.92,-26.42%,14.59,8.24%
InriaSans-BoldItalic.ttf,13.71,13.71,-0.01%,10.44,-23.89%,14.74,7.48%
InriaSans-Italic.ttf,14.44,14.44,-0.01%,11.11,-23.04%,16.63,15.15%
InriaSans-Light.ttf,13.55,13.55,-0.01%,10.79,-20.39%,13.18,-2.77%
InriaSans-LightItalic.ttf,13.37,13.36,-0.01%,10.41,-22.12%,13.50,1.01%
InriaSans-Regular.ttf,14.42,14.42,-0.01%,11.42,-20.83%,16.32,13.15%
InriaSerif-Bold.ttf,16.49,16.48,-0.04%,12.07,-26.81%,16.23,-1.56%
InriaSerif-BoldItalic.ttf,15.38,15.38,-0.04%,11.93,-22.45%,16.13,4.82%
InriaSerif-Italic.ttf,15.88,15.87,-0.06%,12.77,-19.56%,18.97,19.46%
InriaSerif-Light.ttf,17.50,17.50,-0.03%,13.89,-20.67%,21.99,25.61%
InriaSerif-LightItalic.ttf,15.68,15.67,-0.04%,12.20,-22.22%,18.13,15.61%
InriaSerif-Regular.ttf,17.77,17.76,-0.03%,14.91,-16.07%,23.13,30.18%
"Inter[slnt,wght].ttf",101.18,99.98,-1.19%,85.86,-15.14%,86.21,-14.80%
IstokWeb-Bold.ttf,13.37,13.37,0.00%,13.37,0.00%,13.37,0.00%
IstokWeb-BoldItalic.ttf,12.42,12.42,0.00%,12.42,0.00%,12.42,0.00%
IstokWeb-Italic.ttf,12.42,12.42,0.00%,12.42,0.00%,12.42,0.00%
IstokWeb-Regular.ttf,22.18,22.18,0.00%,22.18,0.00%,22.18,0.00%
Italiana-Regular.ttf,9.43,6.13,-35.06%,6.13,-35.06%,7.89,-16.32%
Italianno-Regular.ttf,6.61,6.61,0.00%,6.61,0.00%,6.61,0.00%
Itim-Regular.ttf,19.65,19.60,-0.24%,19.79,0.70%,21.51,9.49%
Jaldi-Bold.ttf,20.76,18.01,-13.23%,17.64,-15.04%,18.03,-13.16%
Jaldi-Regular.ttf,19.91,17.22,-13.52%,17.12,-14.04%,17.50,-12.09%
JetBrainsMono-Italic[wght].ttf,3.58,3.58,0.00%,3.58,0.00%,3.58,0.00%
JetBrainsMono[wght].ttf,3.58,3.58,0.00%,3.58,0.00%,3.58,0.00%
JimNightshade-Regular.ttf,16.90,16.65,-1.47%,16.70,-1.19%,22.42,32.64%
JockeyOne-Regular.ttf,14.64,10.77,-26.44%,12.29,-16.09%,21.27,45.30%
Jomhuria-Regular.ttf,24.83,24.71,-0.46%,24.71,-0.46%,24.57,-1.03%
Jomolhari-Regular.ttf,1.01,0.89,-11.99%,0.89,-11.99%,0.89,-11.99%
JosefinSans-Italic[wght].ttf,33.18,32.95,-0.69%,32.79,-1.16%,33.16,-0.06%
JosefinSans[wght].ttf,25.16,24.92,-0.94%,24.77,-1.55%,25.17,0.03%
JosefinSansStd-Light.ttf,10.00,10.00,0.00%,10.00,0.00%,18.90,89.08%
Jost-Italic[wght].ttf,1.86,1.86,0.00%,1.86,0.00%,3.82,105.57%
Jost[wght].ttf,2.29,2.29,0.00%,2.29,0.00%,4.04,76.84%
JotiOne-Regular.ttf,1.11,1.07,-3.17%,1.07,-3.17%,1.19,7.58%
Jua-Regular.ttf,1.63,1.63,-0.36%,1.63,-0.36%,1.63,-0.36%
Judson-Bold.ttf,21.99,20.88,-5.04%,31.14,41.63%,77.99,254.65%
Judson-Italic.ttf,21.57,20.57,-4.65%,31.10,44.16%,73.48,240.64%
Judson-Regular.ttf,23.20,21.81,-5.99%,32.62,40.58%,77.22,232.82%
Julee-Regular.ttf,2.32,1.52,-34.79%,1.52,-34.79%,1.51,-34.87%
JuliusSansOne-Regular.ttf,7.70,7.67,-0.46%,7.69,-0.15%,9.00,16.81%
Jura[wght].ttf,19.89,19.89,0.00%,19.11,-3.92%,21.12,6.20%
K2D-Bold.ttf,17.66,15.31,-13.29%,15.06,-14.72%,18.98,7.45%
K2D-BoldItalic.ttf,17.81,15.43,-13.38%,15.18,-14.79%,19.10,7.19%
K2D-ExtraBold.ttf,17.54,15.20,-13.35%,14.92,-14.97%,18.78,7.03%
K2D-ExtraBoldItalic.ttf,17.83,15.42,-13.50%,15.14,-15.09%,19.00,6.55%
K2D-ExtraLight.ttf,17.77,15.35,-13.61%,15.06,-15.24%,19.04,7.19%
K2D-ExtraLightItalic.ttf,17.82,15.37,-13.73%,15.08,-15.36%,19.07,7.00%
K2D-Italic.ttf,17.82,15.38,-13.70%,15.09,-15.33%,18.93,6.18%
K2D-Light.ttf,17.76,15.37,-13.45%,15.08,-15.08%,19.07,7.36%
K2D-LightItalic.ttf,18.02,15.48,-14.07%,15.19,-15.67%,19.18,6.44%
K2D-Medium.ttf,17.77,15.44,-13.08%,15.19,-14.50%,19.11,7.54%
K2D-MediumItalic.ttf,17.90,15.54,-13.21%,15.29,-14.62%,19.20,7.26%
K2D-Regular.ttf,17.60,15.28,-13.18%,14.99,-14.83%,18.82,6.96%
K2D-SemiBold.ttf,17.68,15.37,-13.08%,15.12,-14.51%,19.03,7.64%
K2D-SemiBoldItalic.ttf,17.88,15.49,-13.36%,15.24,-14.77%,19.15,7.13%
K2D-Thin.ttf,17.66,15.22,-13.85%,14.88,-15.78%,18.89,6.94%
K2D-ThinItalic.ttf,17.81,15.29,-14.14%,14.95,-16.04%,18.97,6.49%
Kadwa-Bold.ttf,8.30,7.52,-9.39%,7.52,-9.39%,8.24,-0.71%
Kadwa-Regular.ttf,7.95,7.91,-0.49%,8.17,2.78%,9.49,19.33%
Kalam-Bold.ttf,6.30,6.30,0.00%,6.30,0.00%,6.30,0.00%
Kalam-Light.ttf,6.22,6.22,0.00%,6.22,0.00%,6.22,0.00%
Kalam-Regular.ttf,6.51,6.51,0.00%,6.51,0.00%,6.51,0.00%
Kanit-Black.ttf,6.54,6.54,0.00%,6.32,-3.40%,12.13,85.37%
Kanit-BlackItalic.ttf,5.83,5.83,0.00%,5.55,-4.79%,10.34,77.23%
Kanit-Bold.ttf,6.50,6.50,0.00%,6.28,-3.45%,12.32,89.46%
Kanit-BoldItalic.ttf,5.73,5.73,0.00%,5.65,-1.43%,10.45,82.29%
Kanit-ExtraBold.ttf,6.48,6.48,0.00%,6.24,-3.68%,12.10,86.83%
Kanit-ExtraBoldItalic.ttf,5.72,5.72,0.00%,5.61,-1.95%,10.29,79.80%
Kanit-ExtraLight.ttf,6.27,6.27,0.00%,5.97,-4.71%,12.60,101.12%
Kanit-ExtraLightItalic.ttf,5.64,5.64,0.00%,5.66,0.38%,11.00,95.01%
Kanit-Italic.ttf,5.65,5.65,0.00%,5.28,-6.50%,10.54,86.65%
Kanit-Light.ttf,6.30,6.30,0.00%,5.93,-5.83%,12.50,98.45%
Kanit-LightItalic.ttf,5.67,5.67,0.00%,5.62,-0.90%,10.87,91.83%
Kanit-Medium.ttf,6.57,6.57,0.00%,6.22,-5.38%,12.51,90.26%
Kanit-MediumItalic.ttf,5.80,5.80,0.00%,5.52,-4.82%,10.59,82.65%
Kanit-Regular.ttf,6.33,6.33,0.00%,6.24,-1.42%,12.45,96.48%
Kanit-SemiBold.ttf,6.51,6.51,0.00%,6.26,-3.81%,12.39,90.45%
Kanit-SemiBoldItalic.ttf,5.72,5.72,0.00%,5.47,-4.30%,10.48,83.26%
Kanit-Thin.ttf,6.29,6.29,0.00%,6.05,-3.79%,12.54,99.47%
Kanit-ThinItalic.ttf,5.61,5.61,0.00%,5.38,-4.01%,10.86,93.69%
Kantumruy-Bold.ttf,0.02,0.02,0.00%,0.02,0.00%,0.02,0.00%
Kantumruy-Light.ttf,0.02,0.02,0.00%,0.02,0.00%,0.02,0.00%
Kantumruy-Regular.ttf,0.02,0.02,0.00%,0.02,0.00%,0.02,0.00%
Karantina-Bold.ttf,10.31,10.31,0.00%,10.31,0.00%,10.31,0.00%
Karantina-Light.ttf,14.25,14.25,0.00%,14.25,0.00%,14.62,2.60%
Karantina-Regular.ttf,13.58,13.58,0.00%,13.58,0.00%,13.72,1.05%
Karla-Italic[wght].ttf,7.52,7.52,0.00%,7.52,0.00%,7.52,0.00%
Karla[wght].ttf,7.43,7.43,0.00%,7.43,0.00%,7.43,0.00%
KarlaTamilInclined-Bold.ttf,0.03,0.03,6.67%,0.03,6.67%,0.03,6.67%
KarlaTamilInclined-Regular.ttf,0.03,0.03,6.67%,0.03,6.67%,0.03,6.67%
KarlaTamilUpright-Bold.ttf,0.03,0.03,6.67%,0.03,6.67%,0.03,6.67%
KarlaTamilUpright-Regular.ttf,0.03,0.03,6.67%,0.03,6.67%,0.03,6.67%
Karma-Bold.ttf,10.62,6.22,-41.42%,6.22,-41.42%,6.22,-41.42%
Karma-Light.ttf,10.59,6.19,-41.54%,6.19,-41.54%,6.19,-41.54%
Karma-Medium.ttf,10.63,6.30,-40.75%,6.30,-40.75%,6.30,-40.75%
Karma-Regular.ttf,10.63,6.31,-40.58%,6.31,-40.58%,6.31,-40.58%
Karma-SemiBold.ttf,10.63,6.24,-41.30%,6.24,-41.30%,6.24,-41.30%
Katibeh-Regular.ttf,30.23,30.09,-0.47%,31.77,5.08%,44.52,47.26%
KaushanScript-Regular.ttf,23.67,23.48,-0.80%,21.82,-7.81%,32.79,38.56%
Kavivanar-Regular.ttf,1.48,1.41,-4.49%,1.41,-4.49%,1.41,-4.49%
Kavoon-Regular.ttf,1.55,1.55,0.00%,1.55,0.00%,1.55,0.00%
KdamThmor-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
KeaniaOne-Regular.ttf,3.02,3.02,0.00%,3.02,0.00%,3.02,0.00%
Kenia-Regular.ttf,1.29,1.26,-2.13%,1.26,-2.13%,1.19,-7.14%
Khand-Bold.ttf,9.25,5.19,-43.92%,5.19,-43.92%,5.19,-43.92%
Khand-Light.ttf,9.25,5.03,-45.63%,5.03,-45.63%,5.03,-45.63%
Khand-Medium.ttf,9.25,5.28,-42.97%,5.28,-42.97%,5.28,-42.97%
Khand-Regular.ttf,9.25,5.24,-43.35%,5.24,-43.35%,5.24,-43.35%
